
1	 -1, -1, 0, 1, 1, 0, 0; 0, 0, -1, 0, 0, 1; -106; 33, 80, 68.87, 0.29, 6.97, 212.8, 20.38, 0.41, 64.49, 6.41, 58.56, 1.82, 12.75
2	 1, 1, 1, 0, 0, 0, 0; 0, 0, -1, 0, 0, 1; -101; 34, 80, 67.06, 0.28, 6.92, 266.0, 58.78, 0.89, 71.15, 5.78, 46.3, 2.7, 11.75
3	 1, -1, -1, 1, 0, 0, 0; 0, 0, -1, -2, 0, 0; -96; 35, 80, 64.79, 0.27, 6.97, 212.8, -19.21, 0, 70.77, 6.11, 33.16, 3.64, 10.75

1	 0, -1, -1, 1, 0, 0, 0; 0, 0, -1, -1, 0, 0; -105; 34, 80, 75.79, 0.32, 7.02, 192.85, 2.97, 0.06, 59.95, 6.37, 37.74, 1.88, 12.75
2	 -1, 0, 0, 1, 0, 0, 0; 0, 0, -1, 0, 0, 0; -100; 33, 80, 76.75, 0.32, 7.02, 192.85, 17.9, 0.36, 57.78, 6.78, 26.3, 2.7, 11.75
3	 -1, 0, -1, 0, 0, 0, 1; 0, 0, -1, 0, 0, 0; -94; 32, 80, 78.29, 0.33, 7.07, 172.9, 10.07, 0.2, 51.8, 6.23, 15.63, 3.47, 10.75
4	 -1, 1, 1, 0, 0, 0, 0; 0, 0, -1, 0, 0, -1; -89; 31, 80, 79.1, 0.33, 7.02, 220.4, 75.03, 0.94, 53.82, 5.72, 5.67, 4.18, 9.75
5	 1, 1, 1, 0, 1, 0, 0; 0, 0, -1, 0, 0, -1; -85; 32, 80, 76.13, 0.32, 6.97, 273.6, 114.98, 1, 60.06, 5.17, 15.0, 4.95, 8.75
6	 -1, 1, 1, 0, 1, 0, 0; 0, 0, -1, 0, 0, 0; -80; 31, 80, 76.75, 0.32, 6.92, 332.5, 186.79, 1, 62.08, 4.66, 25.04, 5.66, 7.75
7	 0, 1, 1, 1, 1, 0, 0; 0, 0, -2, 0, 0, 0; -75; 31, 80, 75.29, 0.31, 6.89, 361.0, 212.94, 1, 66.31, 5.15, 35.08, 6.37, 6.75

1	 -1, -1, 1, 0, 1, 0, 0; 0, 0, -1, 0, 0, 1; -102; 33, 80, 96.35, 0.4, 6.92, 232.75, 94.61, 0.99, 60.19, 5.41, 58.56, 1.82, 12.75
2	 1, 1, 0, 1, 0, 0, 1; 0, 0, -1, 0, 0, 1; -97; 34, 80, 94.18, 0.39, 6.92, 266.0, 117.28, 1, 62.15, 5.78, 46.3, 2.7, 11.75
3	 1, 1, 0, 1, 0, 0, 1; 0, 0, -1, 0, 0, 0; -93; 35, 80, 91.82, 0.38, 6.92, 299.25, 137.48, 1, 64.36, 6.11, 33.16, 3.64, 10.75
4	 -1, 0, 1, 1, 1, 0, 0; 0, 0, -2, 0, 0, 0; -88; 34, 80, 90.81, 0.38, 6.89, 324.9, 172.85, 1, 66.78, 6.48, 40.9, 4.52, 9.75

1	 0, -1, -1, 0, 1, 0, 1; 0, 0, -1, 0, 0, 1; -104; 34, 80, 83.9, 0.35, 7.02, 192.85, 20.35, 0.41, 57.28, 5.37, 57.74, 1.88, 12.75
2	 0, -1, 1, 0, 0, 0, 0; 0, 0, -1, -1, 0, 1; -99; 34, 80, 82.2, 0.34, 6.97, 182.4, 5.88, 0.12, 61.59, 4.74, 45.48, 2.76, 11.75
3	 -1, 0, 0, 0, 1, 1, 0; 0, 0, -1, 0, 0, 1; -94; 33, 80, 81.45, 0.34, 7.02, 182.4, 16.46, 0.33, 60.11, 4.15, 54.04, 3.58, 10.75
4	 -1, -1, 1, 0, 1, 0, 0; 0, 0, -1, -1, 0, 1; -89; 32, 80, 81.45, 0.34, 6.98, 166.25, 9.25, 0.19, 62.3, 3.6, 63.37, 4.35, 9.75
5	 1, 0, 0, 0, 0, 0, 0; 0, 0, -1, -2, 0, 1; -84; 33, 80, 78.38, 0.33, 6.98, 166.25, -6.14, 0, 64.85, 3.01, 51.93, 5.17, 8.75

1	 1, -1, 1, 0, 1, 0, 0; 0, 0, -1, 0, 0, 1; -104; 35, 80, 83.35, 0.35, 6.92, 232.75, 51.34, 0.86, 66.85, 5.33, 56.86, 1.94, 12.75
2	 1, 1, -1, 0, 0, 1, 0; 0, 0, -1, 0, 0, 0; -99; 36, 80, 80.64, 0.34, 7.02, 243.2, 44.0, 0.82, 65.95, 4.61, 42.78, 2.95, 11.75
3	 0, 0, -1, 0, 0, 1, 1; 0, 0, -1, 0, 0, 0; -94; 36, 80, 81.6, 0.34, 7.11, 220.4, 22.56, 0.45, 61.8, 3.89, 28.7, 3.96, 10.75
4	 0, -1, 0, 1, 0, 0, 1; 0, 0, -1, -2, 0, -1; -89; 36, 80, 81.6, 0.34, 7.11, 192.85, -6.7, 0, 61.8, 4.17, 14.62, 4.97, 9.75

1	 -1, 1, 1, 0, 0, 0, 0; 0, 0, -1, 0, 0, 0; -106; 33, 80, 70.62, 0.29, 6.92, 299.25, 116.0, 1, 67.59, 5.41, 38.56, 1.82, 12.75
2	 0, -1, 1, 0, 1, 0, 0; 0, 0, -2, 0, 0, 1; -101; 33, 80, 68.36, 0.28, 6.89, 288.8, 99.56, 1.0, 72.3, 4.82, 47.12, 2.64, 11.75

1	 -1, -1, -1, 0, 0, 0, 0; 0, 0, -1, 0, 0, 0; -102; 33, 80, 97.83, 0.41, 7.02, 192.85, 52.81, 0.86, 52.29, 5.41, 38.56, 1.82, 12.75
2	 0, -1, 1, 0, 0, 1, 0; 0, 0, -1, 0, 0, 0; -97; 33, 80, 95.94, 0.4, 7.02, 182.4, 39.14, 0.78, 56.48, 4.82, 27.12, 2.64, 11.75
3	 -1, -1, 1, 1, 0, 0, 0; 0, 0, -1, 0, 0, 0; -92; 32, 80, 95.47, 0.4, 6.98, 166.25, 29.48, 0.59, 59.01, 5.27, 16.45, 3.41, 10.75
